linkUrl,status,field_similarities,field_mismatches,missing_in_strapi,missing_in_contentful,detailed_diffs
steel-solutions-for-meeting-emission-standards-in-the-auto-industry,❌ Mismatch,content: 1.0; title: 1.0; metaTitle: 0.936; metaDescription: 0.972; categoryName: 1.0; timeDuration: 1.0,metaTitle (Similarity: 0.94); metaDescription (Similarity: 0.97),,,"metaTitle:

    <table class=""diff"" id=""difflib_chg_to21__top""
           cellspacing=""0"" cellpadding=""0"" rules=""groups"" >
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <thead><tr><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Contentful metaTitle</th><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Strapi metaTitle</th></tr></thead>
        <tbody>
            <tr><td class=""diff_next"" id=""difflib_chg_to21__0""><a href=""#difflib_chg_to21__top"">t</a></td><td class=""diff_header"" id=""from21_1"">1</td><td nowrap=""nowrap"">steel&nbsp;solutions&nbsp;for&nbsp;meeting&nbsp;emission&nbsp;standards&nbsp;in&nbsp;the&nbsp;auto&nbsp;i</td><td class=""diff_next""><a href=""#difflib_chg_to21__top"">t</a></td><td class=""diff_header"" id=""to21_1"">1</td><td nowrap=""nowrap""><span class=""diff_add"">test&nbsp;</span>steel&nbsp;solutions&nbsp;for&nbsp;meeting&nbsp;emission&nbsp;standards&nbsp;in&nbsp;the&nbsp;a</td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">ndustry&nbsp;jsw&nbsp;one&nbsp;msme&nbsp;blog</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">uto&nbsp;industry&nbsp;jsw&nbsp;one&nbsp;msme&nbsp;blog</td></tr>
        </tbody>
    </table>
metaDescription:

    <table class=""diff"" id=""difflib_chg_to22__top""
           cellspacing=""0"" cellpadding=""0"" rules=""groups"" >
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <thead><tr><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Contentful metaDescription</th><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Strapi metaDescription</th></tr></thead>
        <tbody>
            <tr><td class=""diff_next"" id=""difflib_chg_to22__0""><a href=""#difflib_chg_to22__top"">t</a></td><td class=""diff_header"" id=""from22_1"">1</td><td nowrap=""nowrap""><span class=""diff_chg"">learn</span>&nbsp;how&nbsp;msmes&nbsp;in&nbsp;the&nbsp;auto&nbsp;industry&nbsp;can&nbsp;leverage&nbsp;advanced&nbsp;s</td><td class=""diff_next""><a href=""#difflib_chg_to22__top"">t</a></td><td class=""diff_header"" id=""to22_1"">1</td><td nowrap=""nowrap""><span class=""diff_chg"">test&nbsp;learn</span>&nbsp;how&nbsp;msmes&nbsp;in&nbsp;the&nbsp;auto&nbsp;industry&nbsp;can&nbsp;leverage&nbsp;advan</td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">teel&nbsp;grades&nbsp;to&nbsp;meet&nbsp;evolving&nbsp;emission&nbsp;standards&nbsp;discover&nbsp;lig</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">ced&nbsp;steel&nbsp;grades&nbsp;to&nbsp;meet&nbsp;evolving&nbsp;emission&nbsp;standards&nbsp;discove</td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">htweight&nbsp;durable&nbsp;and&nbsp;sustainable&nbsp;steel&nbsp;solutions&nbsp;tailored&nbsp;fo</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">r&nbsp;lightweight&nbsp;durable&nbsp;and&nbsp;sustainable&nbsp;steel&nbsp;solutions&nbsp;tailor</td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">r&nbsp;traditional&nbsp;and&nbsp;electric&nbsp;vehicles</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">ed&nbsp;for&nbsp;traditional&nbsp;and&nbsp;electric&nbsp;vehicles</td></tr>
        </tbody>
    </table>"
what-to-consider-when-pouring-concrete-in-monsoon,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
differences-between-ordinary-portland-cement-opc-and-portland-pozzolana,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
the-benefits-and-challenges-of-using-stainless-steel-in-marine-environments,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
galvanised-and-galvalume-steel-for-roofing-and-cladding,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
steel-wire-rods-linchpins-of-the-automotive-industry,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
stainless-steel-in-solar-energy-use,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
how-to-select-the-right-steel-for-engine-and-transmission-components,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
the-impact-of-tmt-bar-quality-on-building-durability,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
rising-input-costs-and-unstable-steel-prices-a-concern-for-appliance,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
strategies-and-materials-for-rainy-season-corrosion-in-structural-steel,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
how-to-select-the-right-welding-rod,❌ Mismatch,content: 1.0; title: 1.0; metaTitle: 0.0; metaDescription: 0.0; categoryName: 1.0; timeDuration: 1.0,metaTitle (Similarity: 0.00); metaDescription (Similarity: 0.00),,,"metaTitle:

    <table class=""diff"" id=""difflib_chg_to23__top""
           cellspacing=""0"" cellpadding=""0"" rules=""groups"" >
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <thead><tr><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Contentful metaTitle</th><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Strapi metaTitle</th></tr></thead>
        <tbody>
            <tr><td class=""diff_next"" id=""difflib_chg_to23__0""><a href=""#difflib_chg_to23__top"">t</a></td><td class=""diff_header"" id=""from23_1"">1</td><td nowrap=""nowrap""><span class=""diff_sub"">n&nbsp;a</span></td><td class=""diff_next""><a href=""#difflib_chg_to23__top"">t</a></td><td class=""diff_header"" id=""to23_1"">1</td><td nowrap=""nowrap""><span class=""diff_add"">buy&nbsp;steel&nbsp;online&nbsp;industrial&nbsp;materials&nbsp;marketplace&nbsp;jsw&nbsp;one&nbsp;ms</span></td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header""></td><td nowrap=""nowrap"">&nbsp;</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap""><span class=""diff_add"">me</span></td></tr>
        </tbody>
    </table>
metaDescription:

    <table class=""diff"" id=""difflib_chg_to24__top""
           cellspacing=""0"" cellpadding=""0"" rules=""groups"" >
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <thead><tr><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Contentful metaDescription</th><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Strapi metaDescription</th></tr></thead>
        <tbody>
            <tr><td class=""diff_next"" id=""difflib_chg_to24__0""><a href=""#difflib_chg_to24__top"">t</a></td><td class=""diff_header"" id=""from24_1"">1</td><td nowrap=""nowrap""><span class=""diff_sub"">n&nbsp;a</span></td><td class=""diff_next""><a href=""#difflib_chg_to24__top"">t</a></td><td class=""diff_header"" id=""to24_1"">1</td><td nowrap=""nowrap""><span class=""diff_add"">buy&nbsp;the&nbsp;best&nbsp;quality&nbsp;steel&nbsp;welding&nbsp;consumables&nbsp;tmt&nbsp;and&nbsp;cemen</span></td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header""></td><td nowrap=""nowrap"">&nbsp;</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap""><span class=""diff_add"">t&nbsp;online&nbsp;at&nbsp;jsw&nbsp;one&nbsp;msme&nbsp;the&nbsp;online&nbsp;marketplace&nbsp;for&nbsp;manufact</span></td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header""></td><td nowrap=""nowrap"">&nbsp;</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap""><span class=""diff_add"">uring&nbsp;construction&nbsp;material&nbsp;requirements</span></td></tr>
        </tbody>
    </table>"
the-impact-of-steel-quality-on-solar-panel-durability,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
what-is-annealing-in-steel-and-what-are-its-benefits-in-the-peb-industry,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
why-steel-remains-the-preferred-material-for-chassis-manufacturing-in-india,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
credit-options-for-msmes-in-the-manufacturing-and-infrastructure-sectors,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
why-are-the-wire-rods-on-the-jsw-one-msme-platform-ideal-for-electrical-use,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
8-ways-steel-enhance-the-structural-integrity-of-warehouses,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
difference-between-ordinary-portland-cement-and-portland-slag-cement,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
why-are-solar-panels-a-popular-choice-for-investment,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
factors-to-consider-when-making-nails-and-screws-made-from-wire-rods,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
cost-effective-steel-fabrication-solutions-for-small-businesses,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
difference-between-steel-beams-and-columns,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
udyog-aadhar-what-is-it-and-how-can-you-get-one,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
how-the-pli-scheme-is-empowering-msmes-a-review,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
the-role-of-e250a-steel-in-industrial-machinery,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
how-to-incorporate-steel-cladding-in-industrial-buildings-for-aesthetic,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
role-of-e-commerce-in-msme-growth,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
how-to-enhance-the-durability-of-fasteners-using-steel-coatings,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
factors-impacting-tmt-prices,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
steel-fabrication-for-infrastructure,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
the-challenges-faced-by-procurement-managers-and-their-solutions,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
heavy-vehicle-chassis-which-type-of-steel-should-you-use,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
cement-applications-in-residential-construction,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
550-vs-550d-tmt-bars-which-one-should-you-choose,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
a-comprehensive-guide-to-is-2062-e250a-plates,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
what-should-you-consider-when-you-buy-steel-online,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
choosing-the-right-grade-of-wire-rod-for-your-specific-application,❌ Mismatch,content: 1.0; title: 1.0; metaTitle: 0.921; metaDescription: 0.97; categoryName: 1.0; timeDuration: 1.0,metaTitle (Similarity: 0.92); metaDescription (Similarity: 0.97),,,"metaTitle:

    <table class=""diff"" id=""difflib_chg_to25__top""
           cellspacing=""0"" cellpadding=""0"" rules=""groups"" >
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <thead><tr><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Contentful metaTitle</th><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Strapi metaTitle</th></tr></thead>
        <tbody>
            <tr><td class=""diff_next"" id=""difflib_chg_to25__0""><a href=""#difflib_chg_to25__top"">t</a></td><td class=""diff_header"" id=""from25_1"">1</td><td nowrap=""nowrap"">choosing&nbsp;the&nbsp;right&nbsp;grade&nbsp;of&nbsp;wire&nbsp;rod&nbsp;jsw&nbsp;one&nbsp;msme&nbsp;blog</td><td class=""diff_next""><a href=""#difflib_chg_to25__top"">t</a></td><td class=""diff_header"" id=""to25_1"">1</td><td nowrap=""nowrap""><span class=""diff_add"">test&nbsp;</span>choosing&nbsp;the&nbsp;right&nbsp;grade&nbsp;of&nbsp;wire&nbsp;rod&nbsp;jsw&nbsp;one&nbsp;msme&nbsp;blog</td></tr>
        </tbody>
    </table>
metaDescription:

    <table class=""diff"" id=""difflib_chg_to26__top""
           cellspacing=""0"" cellpadding=""0"" rules=""groups"" >
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <thead><tr><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Contentful metaDescription</th><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Strapi metaDescription</th></tr></thead>
        <tbody>
            <tr><td class=""diff_next"" id=""difflib_chg_to26__0""><a href=""#difflib_chg_to26__top"">t</a></td><td class=""diff_header"" id=""from26_1"">1</td><td nowrap=""nowrap"">learn&nbsp;about&nbsp;different&nbsp;types&nbsp;of&nbsp;wire&nbsp;rods&nbsp;including&nbsp;carbon&nbsp;st</td><td class=""diff_next""><a href=""#difflib_chg_to26__top"">t</a></td><td class=""diff_header"" id=""to26_1"">1</td><td nowrap=""nowrap""><span class=""diff_add"">test&nbsp;</span>learn&nbsp;about&nbsp;different&nbsp;types&nbsp;of&nbsp;wire&nbsp;rods&nbsp;including&nbsp;carb</td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">eel&nbsp;alloy&nbsp;steel&nbsp;stainless&nbsp;steel&nbsp;and&nbsp;high&nbsp;low&nbsp;carbon&nbsp;variants</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">on&nbsp;steel&nbsp;alloy&nbsp;steel&nbsp;stainless&nbsp;steel&nbsp;and&nbsp;high&nbsp;low&nbsp;carbon&nbsp;var</td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">&nbsp;along&nbsp;with&nbsp;their&nbsp;applications</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap"">iants&nbsp;along&nbsp;with&nbsp;their&nbsp;applications</td></tr>
        </tbody>
    </table>"
enhancing-solar-panel-efficiency-with-steel-support-structures,❌ Missing,,,❌,,
why-and-how-msmes-are-contributing-largely-to-indias-economic-growth,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
budgeting-strategies-for-managing-cement-price-fluctuations,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
welcome-to-jsw-one-msme-buy-steel-online,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
how-steel-trusses-strengthen-the-roof-structure-of-pebs,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
peb-structures-how-steel-grades-and-coatings-make-a-difference,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
how-to-use-google-search-to-help-grow-your-business,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
comparative-analysis-between-galvanised-vs-galvalume-steel-for-solar-panels,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
what-is-jsw-concreel-hd-cement,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
industrial-applications-of-prepainted-galvalume,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
steel-vs-concrete-support-structures-for-solar-panel-installations,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
msme-financing-what-you-need-to-know-about-funding-your-business,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
the-impact-of-impurities-and-alloying-elements-on-the-mechanical-properties,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
galvanised-vs-stainless-steel-what-steel-to-use-where-for-your-fabrication,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
durability-and-formability-key-characteristics-of-quality-in-peb,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
why-choosing-quality-over-price-matters-when-it-comes-to-steel,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
the-role-of-steel-columns-in-increasing-load-bearing-capacity-in-pebs,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
galvalume-or-galvanized-steel-which-to-choose-for-automotive-use,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
what-are-the-best-steel-roofing-solutions-for-industrial-buildings,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
how-does-steel-contribute-to-the-efficiency-of-industrial-racks-and-storage,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
how-can-you-safeguard-steel-mounting-frames-against-wind-to-ensure-stability,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
the-role-of-steel-in-sustainable-construction-and-green-building-design,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
understanding-is-2062-2011-e350a-hot-rolled-structural-steel,✅ Valid,content: 1.0; title: 1.0; metaTitle: 1.0; metaDescription: 1.0; categoryName: 1.0; timeDuration: 1.0,,,,
steel-grades-used-in-the-automotive-industry,❌ Mismatch,content: 1.0; title: 1.0; metaTitle: 0.0; metaDescription: 0.0; categoryName: 0.0; timeDuration: 0.0,metaTitle (Similarity: 0.00); metaDescription (Similarity: 0.00); categoryName (Exact match required); timeDuration (Exact match required),,,"metaTitle:

    <table class=""diff"" id=""difflib_chg_to27__top""
           cellspacing=""0"" cellpadding=""0"" rules=""groups"" >
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <thead><tr><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Contentful metaTitle</th><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Strapi metaTitle</th></tr></thead>
        <tbody>
            <tr><td class=""diff_next"" id=""difflib_chg_to27__0""><a href=""#difflib_chg_to27__top"">t</a></td><td class=""diff_header"" id=""from27_1"">1</td><td nowrap=""nowrap""><span class=""diff_sub"">n&nbsp;a</span></td><td class=""diff_next""><a href=""#difflib_chg_to27__top"">t</a></td><td class=""diff_header"" id=""to27_1"">1</td><td nowrap=""nowrap""><span class=""diff_add"">buy&nbsp;steel&nbsp;online&nbsp;industrial&nbsp;materials&nbsp;marketplace&nbsp;jsw&nbsp;one&nbsp;ms</span></td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header""></td><td nowrap=""nowrap"">&nbsp;</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap""><span class=""diff_add"">me</span></td></tr>
        </tbody>
    </table>
metaDescription:

    <table class=""diff"" id=""difflib_chg_to28__top""
           cellspacing=""0"" cellpadding=""0"" rules=""groups"" >
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <colgroup></colgroup> <colgroup></colgroup> <colgroup></colgroup>
        <thead><tr><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Contentful metaDescription</th><th class=""diff_next""><br /></th><th colspan=""2"" class=""diff_header"">Strapi metaDescription</th></tr></thead>
        <tbody>
            <tr><td class=""diff_next"" id=""difflib_chg_to28__0""><a href=""#difflib_chg_to28__top"">t</a></td><td class=""diff_header"" id=""from28_1"">1</td><td nowrap=""nowrap""><span class=""diff_sub"">n&nbsp;a</span></td><td class=""diff_next""><a href=""#difflib_chg_to28__top"">t</a></td><td class=""diff_header"" id=""to28_1"">1</td><td nowrap=""nowrap""><span class=""diff_add"">buy&nbsp;the&nbsp;best&nbsp;quality&nbsp;steel&nbsp;welding&nbsp;consumables&nbsp;tmt&nbsp;and&nbsp;cemen</span></td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header""></td><td nowrap=""nowrap"">&nbsp;</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap""><span class=""diff_add"">t&nbsp;online&nbsp;at&nbsp;jsw&nbsp;one&nbsp;msme&nbsp;the&nbsp;online&nbsp;marketplace&nbsp;for&nbsp;manufact</span></td></tr>
            <tr><td class=""diff_next""></td><td class=""diff_header""></td><td nowrap=""nowrap"">&nbsp;</td><td class=""diff_next""></td><td class=""diff_header"">></td><td nowrap=""nowrap""><span class=""diff_add"">uring&nbsp;construction&nbsp;material&nbsp;requirements</span></td></tr>
        </tbody>
    </table>"
