linkUrl,field,contentful_value,strapi_value,similarity
why-should-you-buy-steel-from-a-trusted-supplier,isThisAPrimaryArticle,n a,,0.0
why-should-you-buy-steel-from-a-trusted-supplier,isThisAFeaturedArticle,yes,true,0.286
why-should-you-buy-steel-from-a-trusted-supplier,contentfulId,MISSING,MISSING,MISSING
steel-sourcing-for-msmes-how-to-ensure-consistent-quality-for-auto-parts,isThisAPrimaryArticle,n a,,0.0
steel-sourcing-for-msmes-how-to-ensure-consistent-quality-for-auto-parts,isThisAFeaturedArticle,n a,,0.0
steel-sourcing-for-msmes-how-to-ensure-consistent-quality-for-auto-parts,contentfulId,MISSING,MISSING,MISSING
microstructural-analysis-of-tmt-bars-for-better-tensile-strength,isThisAPrimaryArticle,yes,true,0.286
microstructural-analysis-of-tmt-bars-for-better-tensile-strength,isThisAFeaturedArticle,yes,true,0.286
microstructural-analysis-of-tmt-bars-for-better-tensile-strength,contentfulId,MISSING,MISSING,MISSING
how-to-cure-concrete-at-the-right-temperature,isThisAPrimaryArticle,yes,true,0.286
how-to-cure-concrete-at-the-right-temperature,isThisAFeaturedArticle,yes,true,0.286
how-to-cure-concrete-at-the-right-temperature,contentfulId,MISSING,MISSING,MISSING
corrosion-fatigue-in-tmt-bars-causes-and-prevention-methods,isThisAPrimaryArticle,yes,true,0.286
corrosion-fatigue-in-tmt-bars-causes-and-prevention-methods,isThisAFeaturedArticle,yes,true,0.286
corrosion-fatigue-in-tmt-bars-causes-and-prevention-methods,contentfulId,MISSING,MISSING,MISSING
when-should-you-take-a-loan,isThisAPrimaryArticle,yes,true,0.286
when-should-you-take-a-loan,isThisAFeaturedArticle,yes,true,0.286
when-should-you-take-a-loan,contentfulId,MISSING,MISSING,MISSING
advantages-of-building-steel-structures,isThisAPrimaryArticle,yes,true,0.286
advantages-of-building-steel-structures,isThisAFeaturedArticle,yes,true,0.286
advantages-of-building-steel-structures,contentfulId,MISSING,MISSING,MISSING
understanding-is-2062-2011-e350a-hot-rolled-structural-steel,isThisAPrimaryArticle,yes,true,0.286
understanding-is-2062-2011-e350a-hot-rolled-structural-steel,isThisAFeaturedArticle,yes,true,0.286
understanding-is-2062-2011-e350a-hot-rolled-structural-steel,contentfulId,MISSING,MISSING,MISSING
a-comprehensive-guide-to-is-2062-e250a-plates,isThisAPrimaryArticle,yes,true,0.286
a-comprehensive-guide-to-is-2062-e250a-plates,isThisAFeaturedArticle,yes,true,0.286
a-comprehensive-guide-to-is-2062-e250a-plates,contentfulId,MISSING,MISSING,MISSING
how-hot-rolled-steel-is-used-in-large-peb-projects-like-warehouses,isThisAPrimaryArticle,yes,true,0.286
how-hot-rolled-steel-is-used-in-large-peb-projects-like-warehouses,isThisAFeaturedArticle,yes,true,0.286
how-hot-rolled-steel-is-used-in-large-peb-projects-like-warehouses,contentfulId,MISSING,MISSING,MISSING
cost-effective-steel-fabrication-solutions-for-small-businesses,isThisAPrimaryArticle,yes,true,0.286
cost-effective-steel-fabrication-solutions-for-small-businesses,isThisAFeaturedArticle,yes,true,0.286
cost-effective-steel-fabrication-solutions-for-small-businesses,contentfulId,MISSING,MISSING,MISSING
black-stainless-steel-the-new-champion-in-appliance-manufacturing,isThisAPrimaryArticle,n a,,0.0
black-stainless-steel-the-new-champion-in-appliance-manufacturing,isThisAFeaturedArticle,yes,true,0.286
black-stainless-steel-the-new-champion-in-appliance-manufacturing,contentfulId,MISSING,MISSING,MISSING
challenges-and-solutions-for-building-climate-resilience-in-cement,isThisAPrimaryArticle,yes,true,0.286
challenges-and-solutions-for-building-climate-resilience-in-cement,isThisAFeaturedArticle,yes,true,0.286
challenges-and-solutions-for-building-climate-resilience-in-cement,contentfulId,MISSING,MISSING,MISSING
tips-for-ensuring-high-quality-cement-plastering-work,isThisAPrimaryArticle,yes,true,0.286
tips-for-ensuring-high-quality-cement-plastering-work,isThisAFeaturedArticle,yes,true,0.286
tips-for-ensuring-high-quality-cement-plastering-work,contentfulId,MISSING,MISSING,MISSING
how-does-steel-contribute-to-the-efficiency-of-industrial-racks-and-storage,isThisAPrimaryArticle,yes,true,0.286
how-does-steel-contribute-to-the-efficiency-of-industrial-racks-and-storage,isThisAFeaturedArticle,yes,true,0.286
how-does-steel-contribute-to-the-efficiency-of-industrial-racks-and-storage,contentfulId,MISSING,MISSING,MISSING
contractors-guide-to-storing-and-handling-tmt-steel-and-cement,isThisAPrimaryArticle,yes,true,0.286
contractors-guide-to-storing-and-handling-tmt-steel-and-cement,isThisAFeaturedArticle,yes,true,0.286
contractors-guide-to-storing-and-handling-tmt-steel-and-cement,contentfulId,MISSING,MISSING,MISSING
alkali-silica-reaction-in-cement-causes-and-mitigation-strategies,isThisAPrimaryArticle,n a,,0.0
alkali-silica-reaction-in-cement-causes-and-mitigation-strategies,isThisAFeaturedArticle,n a,,0.0
alkali-silica-reaction-in-cement-causes-and-mitigation-strategies,contentfulId,MISSING,MISSING,MISSING
how-do-you-restore-galvanised-metal,isThisAPrimaryArticle,yes,true,0.286
how-do-you-restore-galvanised-metal,isThisAFeaturedArticle,yes,true,0.286
how-do-you-restore-galvanised-metal,contentfulId,MISSING,MISSING,MISSING
safeguards-to-consider-when-powder-coating-steel,isThisAPrimaryArticle,yes,true,0.286
safeguards-to-consider-when-powder-coating-steel,isThisAFeaturedArticle,n a,,0.0
safeguards-to-consider-when-powder-coating-steel,contentfulId,MISSING,MISSING,MISSING
10-types-of-tests-on-cement-to-check-the-quality,isThisAPrimaryArticle,yes,true,0.286
10-types-of-tests-on-cement-to-check-the-quality,isThisAFeaturedArticle,yes,true,0.286
10-types-of-tests-on-cement-to-check-the-quality,contentfulId,MISSING,MISSING,MISSING
what-are-the-types-of-steel-columns-used-in-construction,isThisAPrimaryArticle,n a,,0.0
what-are-the-types-of-steel-columns-used-in-construction,isThisAFeaturedArticle,yes,true,0.286
what-are-the-types-of-steel-columns-used-in-construction,contentfulId,MISSING,MISSING,MISSING
is-the-real-estate-industry-set-to-bounce-back-in-2022,metaTitle,real estate industry and its bounce back in 2022 jsw one msme blog,test real estate industry and its bounce back in 2022 jsw one msme blog,0.932
is-the-real-estate-industry-set-to-bounce-back-in-2022,metaDescription,covid 19 greatly impacted the real estate sector and brought growth to a sudden halt read on to know in detail about the real estate industry and its growth,test covid 19 greatly impacted the real estate sector and brought growth to a sudden halt read on to know in detail about the real estate industry and its growth,0.976
is-the-real-estate-industry-set-to-bounce-back-in-2022,isThisAPrimaryArticle,yes,true,0.286
is-the-real-estate-industry-set-to-bounce-back-in-2022,isThisAFeaturedArticle,yes,true,0.286
is-the-real-estate-industry-set-to-bounce-back-in-2022,contentfulId,MISSING,MISSING,MISSING
steel-the-fuel-behind-renewable-energy,metaTitle,n a,test buy steel online industrial materials marketplace jsw one msme,0.0
steel-the-fuel-behind-renewable-energy,metaDescription,n a,test buy the best quality steel welding consumables tmt and cement online at jsw one msme the online marketplace for manufacturing construction material requirements,0.0
steel-the-fuel-behind-renewable-energy,isThisAPrimaryArticle,n a,,0.0
steel-the-fuel-behind-renewable-energy,isThisAFeaturedArticle,yes,true,0.286
steel-the-fuel-behind-renewable-energy,contentfulId,MISSING,MISSING,MISSING
how-tmt-steel-redefines-infrastructure-development,isThisAPrimaryArticle,yes,true,0.286
how-tmt-steel-redefines-infrastructure-development,isThisAFeaturedArticle,yes,true,0.286
how-tmt-steel-redefines-infrastructure-development,contentfulId,MISSING,MISSING,MISSING
your-complete-guide-to-purchasing-chequered-steel-plates,isThisAPrimaryArticle,yes,true,0.286
your-complete-guide-to-purchasing-chequered-steel-plates,isThisAFeaturedArticle,yes,true,0.286
your-complete-guide-to-purchasing-chequered-steel-plates,contentfulId,MISSING,MISSING,MISSING
udyog-aadhar-what-is-it-and-how-can-you-get-one,isThisAPrimaryArticle,n a,,0.0
udyog-aadhar-what-is-it-and-how-can-you-get-one,isThisAFeaturedArticle,yes,true,0.286
udyog-aadhar-what-is-it-and-how-can-you-get-one,contentfulId,MISSING,MISSING,MISSING
what-are-the-best-steel-roofing-solutions-for-industrial-buildings,isThisAPrimaryArticle,yes,true,0.286
what-are-the-best-steel-roofing-solutions-for-industrial-buildings,isThisAFeaturedArticle,yes,true,0.286
what-are-the-best-steel-roofing-solutions-for-industrial-buildings,contentfulId,MISSING,MISSING,MISSING
how-to-maintain-the-longevity-of-steel-fasteners-in-harsh-environments,isThisAPrimaryArticle,yes,true,0.286
how-to-maintain-the-longevity-of-steel-fasteners-in-harsh-environments,isThisAFeaturedArticle,yes,true,0.286
how-to-maintain-the-longevity-of-steel-fasteners-in-harsh-environments,contentfulId,MISSING,MISSING,MISSING
how-are-solar-panels-made,isThisAPrimaryArticle,yes,true,0.286
how-are-solar-panels-made,isThisAFeaturedArticle,yes,true,0.286
how-are-solar-panels-made,contentfulId,MISSING,MISSING,MISSING
how-msmes-can-minimise-steel-waste-during-solar-panel-manufacturing,isThisAPrimaryArticle,yes,true,0.286
how-msmes-can-minimise-steel-waste-during-solar-panel-manufacturing,isThisAFeaturedArticle,yes,true,0.286
how-msmes-can-minimise-steel-waste-during-solar-panel-manufacturing,contentfulId,MISSING,MISSING,MISSING
best-practices-for-fabricating-solar-panel-frames-using-galvanised-steel,metaTitle,why galvanised steel is the best choice for solar panel frames jsw one msme,test why galvanised steel is the best choice for solar panel frames jsw one msme,0.936
best-practices-for-fabricating-solar-panel-frames-using-galvanised-steel,metaDescription,find out why hot dip galvanised steel is the preferred material for solar panel frames and how to optimise fabrication for strength corrosion resistance and efficiency,test find out why hot dip galvanised steel is the preferred material for solar panel frames and how to optimise fabrication for strength corrosion resistance and efficiency,0.969
best-practices-for-fabricating-solar-panel-frames-using-galvanised-steel,isThisAPrimaryArticle,n a,,0.0
best-practices-for-fabricating-solar-panel-frames-using-galvanised-steel,isThisAFeaturedArticle,n a,,0.0
best-practices-for-fabricating-solar-panel-frames-using-galvanised-steel,contentfulId,MISSING,MISSING,MISSING
access-to-prime-capital-via-anchors-like-jsw-one,isThisAPrimaryArticle,yes,true,0.286
access-to-prime-capital-via-anchors-like-jsw-one,isThisAFeaturedArticle,yes,true,0.286
access-to-prime-capital-via-anchors-like-jsw-one,contentfulId,MISSING,MISSING,MISSING
difference-between-steel-beams-and-columns,isThisAPrimaryArticle,yes,true,0.286
difference-between-steel-beams-and-columns,isThisAFeaturedArticle,yes,true,0.286
difference-between-steel-beams-and-columns,contentfulId,MISSING,MISSING,MISSING
what-are-your-options-for-steel-plates,isThisAPrimaryArticle,n a,,0.0
what-are-your-options-for-steel-plates,isThisAFeaturedArticle,yes,true,0.286
what-are-your-options-for-steel-plates,contentfulId,MISSING,MISSING,MISSING
how-is-stainless-steel-utilised-in-the-automotive-and-transport-industries,isThisAPrimaryArticle,yes,true,0.286
how-is-stainless-steel-utilised-in-the-automotive-and-transport-industries,isThisAFeaturedArticle,yes,true,0.286
how-is-stainless-steel-utilised-in-the-automotive-and-transport-industries,contentfulId,MISSING,MISSING,MISSING
best-practices-for-welding-steel-in-auto-parts-manufacturing,isThisAPrimaryArticle,yes,true,0.286
best-practices-for-welding-steel-in-auto-parts-manufacturing,isThisAFeaturedArticle,yes,true,0.286
best-practices-for-welding-steel-in-auto-parts-manufacturing,contentfulId,MISSING,MISSING,MISSING
steel-wire-rods-linchpins-of-the-automotive-industry,isThisAPrimaryArticle,yes,true,0.286
steel-wire-rods-linchpins-of-the-automotive-industry,isThisAFeaturedArticle,n a,,0.0
steel-wire-rods-linchpins-of-the-automotive-industry,contentfulId,MISSING,MISSING,MISSING
are-tmt-rebars-the-ultimate-money-saver-for-construction,isThisAPrimaryArticle,yes,true,0.286
are-tmt-rebars-the-ultimate-money-saver-for-construction,isThisAFeaturedArticle,yes,true,0.286
are-tmt-rebars-the-ultimate-money-saver-for-construction,contentfulId,MISSING,MISSING,MISSING
how-to-optimise-energy-efficiency-in-industrial-buildings-with-steel,isThisAPrimaryArticle,yes,true,0.286
how-to-optimise-energy-efficiency-in-industrial-buildings-with-steel,isThisAFeaturedArticle,yes,true,0.286
how-to-optimise-energy-efficiency-in-industrial-buildings-with-steel,contentfulId,MISSING,MISSING,MISSING
designing-earthquake-resistant-infrastructure-the-critical-role-of-cement,isThisAPrimaryArticle,n a,,0.0
designing-earthquake-resistant-infrastructure-the-critical-role-of-cement,isThisAFeaturedArticle,n a,,0.0
designing-earthquake-resistant-infrastructure-the-critical-role-of-cement,contentfulId,MISSING,MISSING,MISSING
what-is-jsw-concreel-hd-cement,isThisAPrimaryArticle,yes,true,0.286
what-is-jsw-concreel-hd-cement,isThisAFeaturedArticle,yes,true,0.286
what-is-jsw-concreel-hd-cement,contentfulId,MISSING,MISSING,MISSING
tips-and-tricks-to-lower-construction-costs,isThisAPrimaryArticle,yes,true,0.286
tips-and-tricks-to-lower-construction-costs,isThisAFeaturedArticle,yes,true,0.286
tips-and-tricks-to-lower-construction-costs,contentfulId,MISSING,MISSING,MISSING
cement-in-the-construction-of-high-rise-buildings-ensuring-structural,isThisAPrimaryArticle,n a,,0.0
cement-in-the-construction-of-high-rise-buildings-ensuring-structural,isThisAFeaturedArticle,n a,,0.0
cement-in-the-construction-of-high-rise-buildings-ensuring-structural,contentfulId,MISSING,MISSING,MISSING
how-steel-reinforcements-improve-the-structural-integrity-of-solar-carports,isThisAPrimaryArticle,n a,,0.0
how-steel-reinforcements-improve-the-structural-integrity-of-solar-carports,isThisAFeaturedArticle,n a,,0.0
how-steel-reinforcements-improve-the-structural-integrity-of-solar-carports,contentfulId,MISSING,MISSING,MISSING
durability-and-formability-key-characteristics-of-quality-in-peb,isThisAPrimaryArticle,yes,true,0.286
durability-and-formability-key-characteristics-of-quality-in-peb,isThisAFeaturedArticle,yes,true,0.286
durability-and-formability-key-characteristics-of-quality-in-peb,contentfulId,MISSING,MISSING,MISSING
how-steel-endures-in-solar-applications,isThisAPrimaryArticle,yes,true,0.286
how-steel-endures-in-solar-applications,isThisAFeaturedArticle,yes,true,0.286
how-steel-endures-in-solar-applications,contentfulId,MISSING,MISSING,MISSING
how-to-use-google-search-to-help-grow-your-business,isThisAPrimaryArticle,yes,true,0.286
how-to-use-google-search-to-help-grow-your-business,isThisAFeaturedArticle,yes,true,0.286
how-to-use-google-search-to-help-grow-your-business,contentfulId,MISSING,MISSING,MISSING
building-a-strong-foundation-using-rebar-in-concrete-footings,isThisAPrimaryArticle,yes,true,0.286
building-a-strong-foundation-using-rebar-in-concrete-footings,isThisAFeaturedArticle,yes,true,0.286
building-a-strong-foundation-using-rebar-in-concrete-footings,contentfulId,MISSING,MISSING,MISSING
the-importance-of-steel-mounting-frames-in-solar-panel-installations,isThisAPrimaryArticle,yes,true,0.286
the-importance-of-steel-mounting-frames-in-solar-panel-installations,isThisAFeaturedArticle,yes,true,0.286
the-importance-of-steel-mounting-frames-in-solar-panel-installations,contentfulId,MISSING,MISSING,MISSING
repair-of-rcc-structures-techniques-and-materials-used,isThisAPrimaryArticle,yes,true,0.286
repair-of-rcc-structures-techniques-and-materials-used,isThisAFeaturedArticle,yes,true,0.286
repair-of-rcc-structures-techniques-and-materials-used,contentfulId,MISSING,MISSING,MISSING
galvanised-and-galvalume-steel-for-roofing-and-cladding,isThisAPrimaryArticle,yes,true,0.286
galvanised-and-galvalume-steel-for-roofing-and-cladding,isThisAFeaturedArticle,yes,true,0.286
galvanised-and-galvalume-steel-for-roofing-and-cladding,contentfulId,MISSING,MISSING,MISSING
galvalume-or-galvanized-steel-which-to-choose-for-automotive-use,isThisAPrimaryArticle,yes,true,0.286
galvalume-or-galvanized-steel-which-to-choose-for-automotive-use,isThisAFeaturedArticle,n a,,0.0
galvalume-or-galvanized-steel-which-to-choose-for-automotive-use,contentfulId,MISSING,MISSING,MISSING
all-about-the-i-beams-in-construction,isThisAPrimaryArticle,yes,true,0.286
all-about-the-i-beams-in-construction,isThisAFeaturedArticle,yes,true,0.286
all-about-the-i-beams-in-construction,contentfulId,MISSING,MISSING,MISSING
the-importance-of-quality-control-in-peb-manufacturing,isThisAPrimaryArticle,yes,true,0.286
the-importance-of-quality-control-in-peb-manufacturing,isThisAFeaturedArticle,yes,true,0.286
the-importance-of-quality-control-in-peb-manufacturing,contentfulId,MISSING,MISSING,MISSING
how-msmes-can-leverage-high-quality-steel-to-reduce-vehicle-recall-risks,isThisAPrimaryArticle,yes,true,0.286
how-msmes-can-leverage-high-quality-steel-to-reduce-vehicle-recall-risks,isThisAFeaturedArticle,yes,true,0.286
how-msmes-can-leverage-high-quality-steel-to-reduce-vehicle-recall-risks,contentfulId,MISSING,MISSING,MISSING
Why-cold-rolled-steel-is-essential-for-precision-industrial-and-machinery-parts-manufacturing,content,cold rolled steel crs is vital for precision industrial and machinery parts manufacturing due to its superior strength dimensional accuracy and high quality surface finish industries such as automotive aerospace and medical equipment rely on crs for components that require tight tolerances and exceptional durability according to the world steel association 2023 global demand for high quality steel used in precision engineering has risen by 4 8 annually over the past decade this increase is driven by advancements in automotive aerospace and industrial machinery sectors what makes cold rolled steel different cold rolled steel is produced by further processing hot rolled steel at room temperature through a series of rollers this process refines its microstructure increases tensile strength and improves surface smoothness the absence of high temperature exposure ensures tight dimensional tolerances absence of scale formation thinner section size and a uniform finish making crs particularly useful for high precision applications key advantages of crs in precision manufacturing 1 superior dimensional accuracy one of the greatest advantages of crs is its ability to maintain tight tolerances manufacturers require materials that meet exact specifications without additional reworking according to a report by grand view research 2023 over 65 of manufacturers in the aerospace and medical equipment industries prefer cold rolled steel due to its minimal dimensional variation 2 higher strength and durability cold rolling increases the yield and tensile strength of steel by strain hardening mechanism making it ideal for parts that require high load bearing capacity data from the american iron and steel institute aisi 2022 shows that crs exhibits a 20 30 increase in tensile strength compared to its hot rolled counterpart making it suitable for critical industrial machinery components 3 improved surface finish crs is free from scale and oxidation resulting in a smooth and polished surface this is particularly beneficial for industries that require post production treatments such as electroplating or painting according to the european steel association eurofer 2023 nearly 80 of crs used in high end manufacturing undergoes additional finishing processes further enhancing its corrosion resistance and aesthetic appeal 4 greater formability and workability cold rolled steel s consistent composition allows for better machinability bending and shaping without compromising its structural integrity this makes it an excellent choice for fabricators producing intricate machinery parts precision gears and electronic enclosures key applications across industries cold rolled steel is widely used in multiple industries underpinning the development of essential components automotive industry crs is used in chassis components suspension parts and transmission gears due to its superior strength to weight ratio medical equipment the precision and clean finish of crs make it ideal for surgical instruments diagnostic devices and mri scanner components aerospace cold rolled steel is used in landing gear assemblies aircraft engine mounts and airframe components where strength and precision are paramount electronics and appliances crs is the material of choice for enclosures mounting brackets and internal structural components in household and industrial appliances sustainability and efficiency crs is not only valuable for its performance but also for its sustainability the world steel association 2023 reports that steel is the most recycled material on the planet with over 80 of crs being sourced from recycled content this makes it an eco friendly choice for manufacturers looking to reduce their carbon footprint conclusion cold rolled steel plays a critical role in precision industrial and machinery manufacturing due to its superior strength dimensional accuracy and surface quality as industries evolve and demand more advanced materials crs remains at the forefront of innovation ensuring that modern manufacturing continues to meet the highest standards of quality and efficiency,MISSING,MISSING
Why-cold-rolled-steel-is-essential-for-precision-industrial-and-machinery-parts-manufacturing,title,why cold rolled steel is essential for precision industrial and machinery parts manufacturing,MISSING,MISSING
Why-cold-rolled-steel-is-essential-for-precision-industrial-and-machinery-parts-manufacturing,metaTitle,why cold rolled steel is the preferred choice for precision parts,MISSING,MISSING
Why-cold-rolled-steel-is-essential-for-precision-industrial-and-machinery-parts-manufacturing,metaDescription,understand the benefits of cold rolled steel in precision industrial and machinery parts manufacturing from superior finish to enhanced strength and workability,MISSING,MISSING
Why-cold-rolled-steel-is-essential-for-precision-industrial-and-machinery-parts-manufacturing,categoryName,business,MISSING,MISSING
Why-cold-rolled-steel-is-essential-for-precision-industrial-and-machinery-parts-manufacturing,timeDuration,3 minutes,MISSING,MISSING
Why-cold-rolled-steel-is-essential-for-precision-industrial-and-machinery-parts-manufacturing,linkText,why cold rolled steel is essential for precision industrial and machinery parts manufacturing,MISSING,MISSING
Why-cold-rolled-steel-is-essential-for-precision-industrial-and-machinery-parts-manufacturing,isThisAPrimaryArticle,n a,MISSING,MISSING
Why-cold-rolled-steel-is-essential-for-precision-industrial-and-machinery-parts-manufacturing,isThisAFeaturedArticle,n a,MISSING,MISSING
Why-cold-rolled-steel-is-essential-for-precision-industrial-and-machinery-parts-manufacturing,contentfulId,MISSING,MISSING,MISSING
cement-durability-tests-for-extreme-weather-conditions,isThisAPrimaryArticle,n a,,0.0
cement-durability-tests-for-extreme-weather-conditions,isThisAFeaturedArticle,n a,,0.0
cement-durability-tests-for-extreme-weather-conditions,contentfulId,MISSING,MISSING,MISSING
essential-precautions-for-storing-cement-during-monsoon-season,isThisAPrimaryArticle,yes,true,0.286
essential-precautions-for-storing-cement-during-monsoon-season,isThisAFeaturedArticle,yes,true,0.286
essential-precautions-for-storing-cement-during-monsoon-season,contentfulId,MISSING,MISSING,MISSING
benefits-of-using-crs-tmt-bars-in-coastal-construction-projects,isThisAPrimaryArticle,yes,true,0.286
benefits-of-using-crs-tmt-bars-in-coastal-construction-projects,isThisAFeaturedArticle,yes,true,0.286
benefits-of-using-crs-tmt-bars-in-coastal-construction-projects,contentfulId,MISSING,MISSING,MISSING
heat-treatments-and-their-impact-on-steel,isThisAPrimaryArticle,yes,true,0.286
heat-treatments-and-their-impact-on-steel,isThisAFeaturedArticle,yes,true,0.286
heat-treatments-and-their-impact-on-steel,contentfulId,MISSING,MISSING,MISSING
advanced-steel-materials-and-their-role-in-fuel-efficiency,isThisAPrimaryArticle,yes,true,0.286
advanced-steel-materials-and-their-role-in-fuel-efficiency,isThisAFeaturedArticle,yes,true,0.286
advanced-steel-materials-and-their-role-in-fuel-efficiency,contentfulId,MISSING,MISSING,MISSING
steel-tubing-and-piping-are-tech-enabled-marketplaces-the-future-for-the,isThisAPrimaryArticle,n a,,0.0
steel-tubing-and-piping-are-tech-enabled-marketplaces-the-future-for-the,isThisAFeaturedArticle,yes,true,0.286
steel-tubing-and-piping-are-tech-enabled-marketplaces-the-future-for-the,contentfulId,MISSING,MISSING,MISSING
how-e250br-steel-enhances-industrial-equipment-durability,isThisAPrimaryArticle,yes,true,0.286
how-e250br-steel-enhances-industrial-equipment-durability,isThisAFeaturedArticle,yes,true,0.286
how-e250br-steel-enhances-industrial-equipment-durability,contentfulId,MISSING,MISSING,MISSING
9-benefits-of-e-commerce-has-your-business-made-the-move-yet,isThisAPrimaryArticle,yes,true,0.286
9-benefits-of-e-commerce-has-your-business-made-the-move-yet,isThisAFeaturedArticle,yes,true,0.286
9-benefits-of-e-commerce-has-your-business-made-the-move-yet,contentfulId,MISSING,MISSING,MISSING
difference-between-ordinary-portland-cement-and-portland-slag-cement,isThisAPrimaryArticle,yes,true,0.286
difference-between-ordinary-portland-cement-and-portland-slag-cement,isThisAFeaturedArticle,yes,true,0.286
difference-between-ordinary-portland-cement-and-portland-slag-cement,contentfulId,MISSING,MISSING,MISSING
heat-treated-steel-in-engine-components-benefits-and-applications,isThisAPrimaryArticle,yes,true,0.286
heat-treated-steel-in-engine-components-benefits-and-applications,isThisAFeaturedArticle,yes,true,0.286
heat-treated-steel-in-engine-components-benefits-and-applications,contentfulId,MISSING,MISSING,MISSING
how-galvalume-steel-supports-increased-energy-yield-in-solar-power,metaTitle,how galvalume steel supports increased energy yield in solar power installations jsw one msme blog,test how galvalume steel supports increased energy yield in solar power installations jsw one msme blog,0.94
how-galvalume-steel-supports-increased-energy-yield-in-solar-power,metaDescription,buy the best quality steel welding consumables tmt and cement online at jsw one msme the online marketplace for manufacturing construction material requirements,test buy the best quality steel welding consumables tmt and cement online at jsw one msme the online marketplace for manufacturing construction material requirements,0.965
how-galvalume-steel-supports-increased-energy-yield-in-solar-power,isThisAPrimaryArticle,n a,,0.0
how-galvalume-steel-supports-increased-energy-yield-in-solar-power,isThisAFeaturedArticle,n a,,0.0
how-galvalume-steel-supports-increased-energy-yield-in-solar-power,contentfulId,MISSING,MISSING,MISSING
what-is-annealing-in-steel-and-what-are-its-benefits-in-the-peb-industry,isThisAPrimaryArticle,yes,true,0.286
what-is-annealing-in-steel-and-what-are-its-benefits-in-the-peb-industry,isThisAFeaturedArticle,yes,true,0.286
what-is-annealing-in-steel-and-what-are-its-benefits-in-the-peb-industry,contentfulId,MISSING,MISSING,MISSING
comparing-hrpo-steel-to-other-steel-finishes,isThisAPrimaryArticle,yes,true,0.286
comparing-hrpo-steel-to-other-steel-finishes,isThisAFeaturedArticle,yes,true,0.286
comparing-hrpo-steel-to-other-steel-finishes,contentfulId,MISSING,MISSING,MISSING
why-are-the-wire-rods-on-the-jsw-one-msme-platform-ideal-for-electrical-use,isThisAPrimaryArticle,yes,true,0.286
why-are-the-wire-rods-on-the-jsw-one-msme-platform-ideal-for-electrical-use,isThisAFeaturedArticle,yes,true,0.286
why-are-the-wire-rods-on-the-jsw-one-msme-platform-ideal-for-electrical-use,contentfulId,MISSING,MISSING,MISSING
benefits-of-steel-cladding-sheets-in-construction-projects,isThisAPrimaryArticle,yes,true,0.286
benefits-of-steel-cladding-sheets-in-construction-projects,isThisAFeaturedArticle,yes,true,0.286
benefits-of-steel-cladding-sheets-in-construction-projects,contentfulId,MISSING,MISSING,MISSING
the-impact-of-impurities-and-alloying-elements-on-the-mechanical-properties,isThisAPrimaryArticle,yes,true,0.286
the-impact-of-impurities-and-alloying-elements-on-the-mechanical-properties,isThisAFeaturedArticle,n a,,0.0
the-impact-of-impurities-and-alloying-elements-on-the-mechanical-properties,contentfulId,MISSING,MISSING,MISSING
business,isThisAPrimaryArticle,yes,true,0.286
business,isThisAFeaturedArticle,n a,,0.0
business,contentfulId,MISSING,MISSING,MISSING
innovative-steel-applications-for-lightweight-electric-vehicle-components,metaTitle,the role of advanced steel in lightweight electric vehicle design jsw one msme,test the role of advanced steel in lightweight electric vehicle design,0.724
innovative-steel-applications-for-lightweight-electric-vehicle-components,metaDescription,explore how advanced steel technologies are creating lightweight ev components boosting performance safety and eco friendliness in the race for greener transport,test explore how advanced steel technologies are creating lightweight ev components boosting performance safety and eco friendliness in the race for greener transport,0.958
innovative-steel-applications-for-lightweight-electric-vehicle-components,isThisAPrimaryArticle,n a,,0.0
innovative-steel-applications-for-lightweight-electric-vehicle-components,isThisAFeaturedArticle,n a,,0.0
innovative-steel-applications-for-lightweight-electric-vehicle-components,contentfulId,MISSING,MISSING,MISSING
best-practices-for-column-construction,isThisAPrimaryArticle,yes,true,0.286
best-practices-for-column-construction,isThisAFeaturedArticle,n a,,0.0
best-practices-for-column-construction,contentfulId,MISSING,MISSING,MISSING
strategies-for-traders-and-distributors-to-master-cash-flow,isThisAPrimaryArticle,yes,true,0.286
strategies-for-traders-and-distributors-to-master-cash-flow,isThisAFeaturedArticle,yes,true,0.286
strategies-for-traders-and-distributors-to-master-cash-flow,contentfulId,MISSING,MISSING,MISSING
importance-of-carbon-content-in-steel-for-industrial-applications,isThisAPrimaryArticle,yes,true,0.286
importance-of-carbon-content-in-steel-for-industrial-applications,isThisAFeaturedArticle,yes,true,0.286
importance-of-carbon-content-in-steel-for-industrial-applications,contentfulId,MISSING,MISSING,MISSING
industrial-applications-of-prepainted-galvalume,isThisAPrimaryArticle,yes,true,0.286
industrial-applications-of-prepainted-galvalume,isThisAFeaturedArticle,yes,true,0.286
industrial-applications-of-prepainted-galvalume,contentfulId,MISSING,MISSING,MISSING
